product,district,order_date,sold_qty,month,year
Cavin’s Milk – Toned,Tirunelveli,2023-01-01,19,1,2023
Cavin’s Milk – Toned,Vellore,2023-01-01,25,1,2023
Cavin’s Milkshake – Chocolate,Chennai,2023-01-01,16,1,2023
Cavin’s Milkshake – Chocolate,Coimbatore,2023-01-01,29,1,2023
Cavin’s Milkshake – Chocolate,Dindigul,2023-01-01,14,1,2023
Cavin’s Milkshake – Chocolate,Erode,2023-01-01,11,1,2023
Cavin’s Milkshake – Chocolate,Kanchipuram,2023-01-01,17,1,2023
Cavin’s Milkshake – Chocolate,Karur,2023-01-01,30,1,2023
Cavin’s Milkshake – Chocolate,Madurai,2023-01-01,26,1,2023
Cavin’s Milkshake – Chocolate,Nagapattinam,2023-01-01,22,1,2023
Cavin’s Milkshake – Chocolate,Namakkal,2023-01-01,31,1,2023
Cavin’s Milkshake – Chocolate,Salem,2023-01-01,22,1,2023
Cavin’s Milkshake – Chocolate,Thanjavur,2023-01-01,9,1,2023
Cavin’s Milkshake – Chocolate,Thoothukudi,2023-01-01,28,1,2023
Cavin’s Milkshake – Chocolate,Tiruchirappalli,2023-01-01,31,1,2023
Cavin’s Milkshake – Chocolate,Tirunelveli,2023-01-01,23,1,2023
Cavin’s Milkshake – Chocolate,Vellore,2023-01-01,24,1,2023
Cavin’s Paneer,Chennai,2023-01-01,17,1,2023
Cavin’s Paneer,Coimbatore,2023-01-01,17,1,2023
Cavin’s Paneer,Dindigul,2023-01-01,20,1,2023
Cavin’s Paneer,Erode,2023-01-01,21,1,2023
Cavin’s Paneer,Kanchipuram,2023-01-01,31,1,2023
Cavin’s Paneer,Karur,2023-01-01,11,1,2023
Cavin’s Paneer,Madurai,2023-01-01,15,1,2023
Cavin’s Paneer,Nagapattinam,2023-01-01,30,1,2023
Cavin’s Paneer,Namakkal,2023-01-01,22,1,2023
Cavin’s Paneer,Salem,2023-01-01,36,1,2023
Cavin’s Paneer,Thanjavur,2023-01-01,12,1,2023
Cavin’s Paneer,Thoothukudi,2023-01-01,25,1,2023
Cavin’s Paneer,Tiruchirappalli,2023-01-01,26,1,2023
Cavin’s Paneer,Tirunelveli,2023-01-01,22,1,2023
Cavin’s Paneer,Vellore,2023-01-01,23,1,2023
Cavin’s Paneer Cubes,Chennai,2023-01-01,24,1,2023
Cavin’s Paneer Cubes,Coimbatore,2023-01-01,26,1,2023
Cavin’s Paneer Cubes,Dindigul,2023-01-01,23,1,2023
Cavin’s Paneer Cubes,Erode,2023-01-01,27,1,2023
Cavin’s Paneer Cubes,Kanchipuram,2023-01-01,21,1,2023
Cavin’s Paneer Cubes,Karur,2023-01-01,30,1,2023
Cavin’s Paneer Cubes,Madurai,2023-01-01,16,1,2023
Cavin’s Paneer Cubes,Nagapattinam,2023-01-01,17,1,2023
Cavin’s Paneer Cubes,Namakkal,2023-01-01,32,1,2023
Cavin’s Paneer Cubes,Salem,2023-01-01,36,1,2023
Cavin’s Paneer Cubes,Thanjavur,2023-01-01,22,1,2023
Cavin’s Paneer Cubes,Thoothukudi,2023-01-01,30,1,2023
Cavin’s Paneer Cubes,Tiruchirappalli,2023-01-01,25,1,2023
Cavin’s Paneer Cubes,Tirunelveli,2023-01-01,12,1,2023
Cavin’s Paneer Cubes,Vellore,2023-01-01,26,1,2023
Karthika Seeyakkai Powder,Chennai,2023-01-01,30,1,2023
Karthika Seeyakkai Powder,Coimbatore,2023-01-01,11,1,2023
Karthika Seeyakkai Powder,Dindigul,2023-01-01,8,1,2023
Karthika Seeyakkai Powder,Erode,2023-01-01,21,1,2023
Karthika Seeyakkai Powder,Kanchipuram,2023-01-01,25,1,2023
Karthika Seeyakkai Powder,Karur,2023-01-01,18,1,2023
Karthika Seeyakkai Powder,Madurai,2023-01-01,31,1,2023
Karthika Seeyakkai Powder,Nagapattinam,2023-01-01,19,1,2023
Karthika Seeyakkai Powder,Namakkal,2023-01-01,19,1,2023
Karthika Seeyakkai Powder,Salem,2023-01-01,16,1,2023
Karthika Seeyakkai Powder,Thanjavur,2023-01-01,22,1,2023
Karthika Seeyakkai Powder,Thoothukudi,2023-01-01,6,1,2023
Karthika Seeyakkai Powder,Tiruchirappalli,2023-01-01,21,1,2023
Karthika Seeyakkai Powder,Tirunelveli,2023-01-01,25,1,2023
Karthika Seeyakkai Powder,Vellore,2023-01-01,29,1,2023
Cavin’s Buttermilk,Chennai,2023-01-02,29,1,2023
Cavin’s Buttermilk,Coimbatore,2023-01-02,16,1,2023
Cavin’s Buttermilk,Dindigul,2023-01-02,25,1,2023
Cavin’s Buttermilk,Erode,2023-01-02,18,1,2023
Cavin’s Buttermilk,Kanchipuram,2023-01-02,7,1,2023
Cavin’s Buttermilk,Karur,2023-01-02,12,1,2023
Cavin’s Buttermilk,Madurai,2023-01-02,27,1,2023
Cavin’s Buttermilk,Nagapattinam,2023-01-02,10,1,2023
Cavin’s Buttermilk,Namakkal,2023-01-02,9,1,2023
Cavin’s Buttermilk,Salem,2023-01-02,37,1,2023
Cavin’s Buttermilk,Thanjavur,2023-01-02,30,1,2023
Cavin’s Buttermilk,Thoothukudi,2023-01-02,22,1,2023
Cavin’s Buttermilk,Tiruchirappalli,2023-01-02,16,1,2023
Cavin’s Buttermilk,Tirunelveli,2023-01-02,24,1,2023
Cavin’s Buttermilk,Vellore,2023-01-02,28,1,2023
Cavin’s Curd,Chennai,2023-01-02,28,1,2023
Cavin’s Curd,Coimbatore,2023-01-02,19,1,2023
Cavin’s Curd,Dindigul,2023-01-02,27,1,2023
Cavin’s Curd,Erode,2023-01-02,14,1,2023
Cavin’s Curd,Kanchipuram,2023-01-02,30,1,2023
Cavin’s Curd,Karur,2023-01-02,23,1,2023
Cavin’s Curd,Madurai,2023-01-02,19,1,2023
Cavin’s Curd,Nagapattinam,2023-01-02,21,1,2023
Cavin’s Curd,Namakkal,2023-01-02,21,1,2023
Cavin’s Curd,Salem,2023-01-02,14,1,2023
Cavin’s Curd,Thanjavur,2023-01-02,23,1,2023
Cavin’s Curd,Thoothukudi,2023-01-02,23,1,2023
Cavin’s Curd,Tiruchirappalli,2023-01-02,18,1,2023
Cavin’s Curd,Tirunelveli,2023-01-02,13,1,2023
Cavin’s Curd,Vellore,2023-01-02,26,1,2023
Cavin’s Ghee,Chennai,2023-01-02,24,1,2023
Cavin’s Ghee,Coimbatore,2023-01-02,29,1,2023
Cavin’s Ghee,Dindigul,2023-01-02,20,1,2023
Cavin’s Ghee,Erode,2023-01-02,7,1,2023
Cavin’s Ghee,Kanchipuram,2023-01-02,21,1,2023
Cavin’s Ghee,Karur,2023-01-02,35,1,2023
Cavin’s Ghee,Madurai,2023-01-02,25,1,2023
Cavin’s Ghee,Nagapattinam,2023-01-02,22,1,2023
Cavin’s Ghee,Namakkal,2023-01-02,9,1,2023
Cavin’s Ghee,Salem,2023-01-02,23,1,2023
Cavin’s Ghee,Thanjavur,2023-01-02,14,1,2023
Cavin’s Ghee,Thoothukudi,2023-01-02,23,1,2023
Cavin’s Ghee,Tiruchirappalli,2023-01-02,14,1,2023
Cavin’s Ghee,Tirunelveli,2023-01-02,25,1,2023
Cavin’s Ghee,Vellore,2023-01-02,21,1,2023
Cavin’s Lassi,Chennai,2023-01-02,28,1,2023
Cavin’s Lassi,Coimbatore,2023-01-02,15,1,2023
Cavin’s Lassi,Dindigul,2023-01-02,22,1,2023
Cavin’s Lassi,Erode,2023-01-02,12,1,2023
Cavin’s Lassi,Kanchipuram,2023-01-02,32,1,2023
Cavin’s Lassi,Karur,2023-01-02,28,1,2023
Cavin’s Lassi,Madurai,2023-01-02,28,1,2023
Cavin’s Lassi,Nagapattinam,2023-01-02,35,1,2023
Cavin’s Lassi,Namakkal,2023-01-02,20,1,2023
Cavin’s Lassi,Salem,2023-01-02,32,1,2023
Cavin’s Lassi,Thanjavur,2023-01-02,23,1,2023
Cavin’s Lassi,Thoothukudi,2023-01-02,31,1,2023
Cavin’s Lassi,Tiruchirappalli,2023-01-02,23,1,2023
Cavin’s Lassi,Tirunelveli,2023-01-02,26,1,2023
Cavin’s Lassi,Vellore,2023-01-02,22,1,2023
Cavin’s Milk – Full Cream,Chennai,2023-01-02,20,1,2023
Cavin’s Milk – Full Cream,Coimbatore,2023-01-02,29,1,2023
Cavin’s Milk – Full Cream,Dindigul,2023-01-02,31,1,2023
Cavin’s Milk – Full Cream,Erode,2023-01-02,6,1,2023
Cavin’s Milk – Full Cream,Kanchipuram,2023-01-02,30,1,2023
Cavin’s Milk – Full Cream,Karur,2023-01-02,26,1,2023
Cavin’s Milk – Full Cream,Madurai,2023-01-02,16,1,2023
Cavin’s Milk – Full Cream,Nagapattinam,2023-01-02,22,1,2023
Cavin’s Milk – Full Cream,Namakkal,2023-01-02,12,1,2023
Cavin’s Milk – Full Cream,Salem,2023-01-02,10,1,2023
Cavin’s Milk – Full Cream,Thanjavur,2023-01-02,21,1,2023
Cavin’s Milk – Full Cream,Thoothukudi,2023-01-02,20,1,2023
Cavin’s Milk – Full Cream,Tiruchirappalli,2023-01-02,20,1,2023
Cavin’s Milk – Full Cream,Tirunelveli,2023-01-02,20,1,2023
Cavin’s Milk – Full Cream,Vellore,2023-01-02,14,1,2023
Cavin’s Milk – Toned,Chennai,2023-01-02,20,1,2023
Cavin’s Milk – Toned,Coimbatore,2023-01-02,19,1,2023
Cavin’s Milk – Toned,Dindigul,2023-01-02,19,1,2023
Cavin’s Milk – Toned,Erode,2023-01-02,32,1,2023
Cavin’s Milk – Toned,Kanchipuram,2023-01-02,28,1,2023
Cavin’s Milk – Toned,Karur,2023-01-02,19,1,2023
Cavin’s Milk – Toned,Madurai,2023-01-02,22,1,2023
Cavin’s Milk – Toned,Nagapattinam,2023-01-02,22,1,2023
Cavin’s Milk – Toned,Namakkal,2023-01-02,31,1,2023
Cavin’s Milk – Toned,Salem,2023-01-02,9,1,2023
Cavin’s Milk – Toned,Thanjavur,2023-01-02,24,1,2023
Cavin’s Milk – Toned,Thoothukudi,2023-01-02,32,1,2023
Cavin’s Milk – Toned,Tiruchirappalli,2023-01-02,8,1,2023
Cavin’s Milk – Toned,Tirunelveli,2023-01-02,30,1,2023
Cavin’s Milk – Toned,Vellore,2023-01-02,26,1,2023
Cavin’s Milkshake – Chocolate,Chennai,2023-01-02,38,1,2023
Cavin’s Milkshake – Chocolate,Coimbatore,2023-01-02,25,1,2023
Cavin’s Milkshake – Chocolate,Dindigul,2023-01-02,18,1,2023
Cavin’s Milkshake – Chocolate,Erode,2023-01-02,29,1,2023
Cavin’s Milkshake – Chocolate,Kanchipuram,2023-01-02,33,1,2023
Cavin’s Milkshake – Chocolate,Karur,2023-01-02,25,1,2023
Cavin’s Milkshake – Chocolate,Madurai,2023-01-02,28,1,2023
Cavin’s Milkshake – Chocolate,Nagapattinam,2023-01-02,15,1,2023
Cavin’s Milkshake – Chocolate,Namakkal,2023-01-02,11,1,2023
Cavin’s Milkshake – Chocolate,Salem,2023-01-02,18,1,2023
Cavin’s Milkshake – Chocolate,Thanjavur,2023-01-02,20,1,2023
Cavin’s Milkshake – Chocolate,Thoothukudi,2023-01-02,25,1,2023
Cavin’s Milkshake – Chocolate,Tiruchirappalli,2023-01-02,19,1,2023
Cavin’s Milkshake – Chocolate,Tirunelveli,2023-01-02,22,1,2023
Cavin’s Milkshake – Chocolate,Vellore,2023-01-02,34,1,2023
Cavin’s Paneer,Chennai,2023-01-02,20,1,2023
Cavin’s Paneer,Coimbatore,2023-01-02,33,1,2023
Cavin’s Paneer,Dindigul,2023-01-02,26,1,2023
Cavin’s Paneer,Erode,2023-01-02,21,1,2023
Cavin’s Paneer,Kanchipuram,2023-01-02,28,1,2023
Cavin’s Paneer,Karur,2023-01-02,26,1,2023
Cavin’s Paneer,Madurai,2023-01-02,23,1,2023
Cavin’s Paneer,Nagapattinam,2023-01-02,8,1,2023
Cavin’s Paneer,Namakkal,2023-01-02,23,1,2023
Cavin’s Paneer,Salem,2023-01-02,25,1,2023
Cavin’s Paneer,Thanjavur,2023-01-02,25,1,2023
Cavin’s Paneer,Thoothukudi,2023-01-02,39,1,2023
Cavin’s Paneer,Tiruchirappalli,2023-01-02,27,1,2023
Cavin’s Paneer,Tirunelveli,2023-01-02,35,1,2023
Cavin’s Paneer,Vellore,2023-01-02,23,1,2023
Cavin’s Paneer Cubes,Chennai,2023-01-02,13,1,2023
Cavin’s Paneer Cubes,Coimbatore,2023-01-02,13,1,2023
Cavin’s Paneer Cubes,Dindigul,2023-01-02,28,1,2023
Cavin’s Paneer Cubes,Erode,2023-01-02,24,1,2023
Cavin’s Paneer Cubes,Kanchipuram,2023-01-02,26,1,2023
Cavin’s Paneer Cubes,Karur,2023-01-02,25,1,2023
Cavin’s Paneer Cubes,Madurai,2023-01-02,37,1,2023
Cavin’s Paneer Cubes,Nagapattinam,2023-01-02,27,1,2023
Cavin’s Paneer Cubes,Namakkal,2023-01-02,30,1,2023
Cavin’s Paneer Cubes,Salem,2023-01-02,20,1,2023
Cavin’s Paneer Cubes,Thanjavur,2023-01-02,31,1,2023
Cavin’s Paneer Cubes,Thoothukudi,2023-01-02,11,1,2023
Cavin’s Paneer Cubes,Tiruchirappalli,2023-01-02,24,1,2023
Cavin’s Paneer Cubes,Tirunelveli,2023-01-02,19,1,2023
Cavin’s Paneer Cubes,Vellore,2023-01-02,5,1,2023
Karthika Seeyakkai Powder,Chennai,2023-01-02,29,1,2023
Karthika Seeyakkai Powder,Coimbatore,2023-01-02,20,1,2023
Karthika Seeyakkai Powder,Dindigul,2023-01-02,16,1,2023
Karthika Seeyakkai Powder,Erode,2023-01-02,19,1,2023
Karthika Seeyakkai Powder,Kanchipuram,2023-01-02,18,1,2023
Karthika Seeyakkai Powder,Karur,2023-01-02,25,1,2023
Karthika Seeyakkai Powder,Madurai,2023-01-02,32,1,2023
Karthika Seeyakkai Powder,Nagapattinam,2023-01-02,16,1,2023
Karthika Seeyakkai Powder,Namakkal,2023-01-02,37,1,2023
Karthika Seeyakkai Powder,Salem,2023-01-02,12,1,2023
Karthika Seeyakkai Powder,Thanjavur,2023-01-02,22,1,2023
Karthika Seeyakkai Powder,Thoothukudi,2023-01-02,34,1,2023
Karthika Seeyakkai Powder,Tiruchirappalli,2023-01-02,12,1,2023
Karthika Seeyakkai Powder,Tirunelveli,2023-01-02,30,1,2023
Karthika Seeyakkai Powder,Vellore,2023-01-02,11,1,2023
Cavin’s Buttermilk,Chennai,2023-01-03,5,1,2023
Cavin’s Buttermilk,Coimbatore,2023-01-03,5,1,2023
Cavin’s Buttermilk,Dindigul,2023-01-03,37,1,2023
Cavin’s Buttermilk,Erode,2023-01-03,28,1,2023
Cavin’s Buttermilk,Kanchipuram,2023-01-03,36,1,2023
Cavin’s Buttermilk,Karur,2023-01-03,24,1,2023
Cavin’s Buttermilk,Madurai,2023-01-03,24,1,2023
Cavin’s Buttermilk,Nagapattinam,2023-01-03,24,1,2023
Cavin’s Buttermilk,Namakkal,2023-01-03,33,1,2023
Cavin’s Buttermilk,Salem,2023-01-03,10,1,2023
Cavin’s Buttermilk,Thanjavur,2023-01-03,14,1,2023
Cavin’s Buttermilk,Thoothukudi,2023-01-03,30,1,2023
Cavin’s Buttermilk,Tiruchirappalli,2023-01-03,23,1,2023
Cavin’s Buttermilk,Tirunelveli,2023-01-03,16,1,2023
Cavin’s Buttermilk,Vellore,2023-01-03,27,1,2023
Cavin’s Curd,Chennai,2023-01-03,33,1,2023
Cavin’s Curd,Coimbatore,2023-01-03,33,1,2023
Cavin’s Curd,Dindigul,2023-01-03,9,1,2023
Cavin’s Curd,Erode,2023-01-03,37,1,2023
Cavin’s Curd,Kanchipuram,2023-01-03,23,1,2023
Cavin’s Curd,Karur,2023-01-03,30,1,2023
Cavin’s Curd,Madurai,2023-01-03,29,1,2023
Cavin’s Curd,Nagapattinam,2023-01-03,11,1,2023
Cavin’s Curd,Namakkal,2023-01-03,6,1,2023
Cavin’s Curd,Salem,2023-01-03,14,1,2023
Cavin’s Curd,Thanjavur,2023-01-03,26,1,2023
Cavin’s Curd,Thoothukudi,2023-01-03,10,1,2023
Cavin’s Curd,Tiruchirappalli,2023-01-03,31,1,2023
Cavin’s Curd,Tirunelveli,2023-01-03,24,1,2023
Cavin’s Curd,Vellore,2023-01-03,20,1,2023
Cavin’s Ghee,Chennai,2023-01-03,14,1,2023
Cavin’s Ghee,Coimbatore,2023-01-03,27,1,2023
Cavin’s Ghee,Dindigul,2023-01-03,11,1,2023
Cavin’s Ghee,Erode,2023-01-03,14,1,2023
Cavin’s Ghee,Kanchipuram,2023-01-03,26,1,2023
Cavin’s Ghee,Karur,2023-01-03,33,1,2023
Cavin’s Ghee,Madurai,2023-01-03,19,1,2023
Cavin’s Ghee,Nagapattinam,2023-01-03,24,1,2023
Cavin’s Ghee,Namakkal,2023-01-03,14,1,2023
Cavin’s Ghee,Salem,2023-01-03,17,1,2023
Cavin’s Ghee,Thanjavur,2023-01-03,30,1,2023
Cavin’s Ghee,Thoothukudi,2023-01-03,8,1,2023
Cavin’s Ghee,Tiruchirappalli,2023-01-03,20,1,2023
Cavin’s Ghee,Tirunelveli,2023-01-03,23,1,2023
Cavin’s Ghee,Vellore,2023-01-03,25,1,2023
Cavin’s Lassi,Chennai,2023-01-03,16,1,2023
Cavin’s Lassi,Coimbatore,2023-01-03,18,1,2023
Cavin’s Lassi,Dindigul,2023-01-03,8,1,2023
Cavin’s Lassi,Erode,2023-01-03,33,1,2023
Cavin’s Lassi,Kanchipuram,2023-01-03,20,1,2023
Cavin’s Lassi,Karur,2023-01-03,32,1,2023
Cavin’s Lassi,Madurai,2023-01-03,18,1,2023
Cavin’s Lassi,Nagapattinam,2023-01-03,21,1,2023
Cavin’s Lassi,Namakkal,2023-01-03,24,1,2023
Cavin’s Lassi,Salem,2023-01-03,20,1,2023
Cavin’s Lassi,Thanjavur,2023-01-03,23,1,2023
Cavin’s Lassi,Thoothukudi,2023-01-03,25,1,2023
Cavin’s Lassi,Tiruchirappalli,2023-01-03,20,1,2023
Cavin’s Lassi,Tirunelveli,2023-01-03,33,1,2023
Cavin’s Lassi,Vellore,2023-01-03,38,1,2023
Cavin’s Milk – Full Cream,Chennai,2023-01-03,36,1,2023
Cavin’s Milk – Full Cream,Coimbatore,2023-01-03,22,1,2023
Cavin’s Milk – Full Cream,Dindigul,2023-01-03,28,1,2023
Cavin’s Milk – Full Cream,Erode,2023-01-03,21,1,2023
Cavin’s Milk – Full Cream,Kanchipuram,2023-01-03,15,1,2023
Cavin’s Milk – Full Cream,Karur,2023-01-03,32,1,2023
Cavin’s Milk – Full Cream,Madurai,2023-01-03,11,1,2023
Cavin’s Milk – Full Cream,Nagapattinam,2023-01-03,17,1,2023
Cavin’s Milk – Full Cream,Namakkal,2023-01-03,16,1,2023
Cavin’s Milk – Full Cream,Salem,2023-01-03,12,1,2023
Cavin’s Milk – Full Cream,Thanjavur,2023-01-03,15,1,2023
Cavin’s Milk – Full Cream,Thoothukudi,2023-01-03,26,1,2023
Cavin’s Milk – Full Cream,Tiruchirappalli,2023-01-03,24,1,2023
Cavin’s Milk – Full Cream,Tirunelveli,2023-01-03,37,1,2023
Cavin’s Milk – Full Cream,Vellore,2023-01-03,28,1,2023
Cavin’s Milk – Toned,Chennai,2023-01-03,26,1,2023
Cavin’s Milk – Toned,Coimbatore,2023-01-03,35,1,2023
Cavin’s Milk – Toned,Dindigul,2023-01-03,27,1,2023
Cavin’s Milk – Toned,Erode,2023-01-03,27,1,2023
Cavin’s Milk – Toned,Kanchipuram,2023-01-03,19,1,2023
Cavin’s Milk – Toned,Karur,2023-01-03,24,1,2023
Cavin’s Milk – Toned,Madurai,2023-01-03,28,1,2023
Cavin’s Milk – Toned,Nagapattinam,2023-01-03,25,1,2023
Cavin’s Milk – Toned,Namakkal,2023-01-03,32,1,2023
Cavin’s Milk – Toned,Salem,2023-01-03,12,1,2023
Cavin’s Milk – Toned,Thanjavur,2023-01-03,38,1,2023
Cavin’s Milk – Toned,Thoothukudi,2023-01-03,13,1,2023
Cavin’s Milk – Toned,Tiruchirappalli,2023-01-03,19,1,2023
Cavin’s Milk – Toned,Tirunelveli,2023-01-03,30,1,2023
Cavin’s Milk – Toned,Vellore,2023-01-03,16,1,2023
Cavin’s Milkshake – Chocolate,Chennai,2023-01-03,29,1,2023
Cavin’s Milkshake – Chocolate,Coimbatore,2023-01-03,23,1,2023
Cavin’s Milkshake – Chocolate,Dindigul,2023-01-03,25,1,2023
Cavin’s Milkshake – Chocolate,Erode,2023-01-03,19,1,2023
Cavin’s Milkshake – Chocolate,Kanchipuram,2023-01-03,22,1,2023
Cavin’s Milkshake – Chocolate,Karur,2023-01-03,26,1,2023
Cavin’s Milkshake – Chocolate,Madurai,2023-01-03,20,1,2023
Cavin’s Milkshake – Chocolate,Nagapattinam,2023-01-03,33,1,2023
Cavin’s Milkshake – Chocolate,Namakkal,2023-01-03,40,1,2023
Cavin’s Milkshake – Chocolate,Salem,2023-01-03,15,1,2023
Cavin’s Milkshake – Chocolate,Thanjavur,2023-01-03,24,1,2023
Cavin’s Milkshake – Chocolate,Thoothukudi,2023-01-03,30,1,2023
Cavin’s Milkshake – Chocolate,Tiruchirappalli,2023-01-03,14,1,2023
Cavin’s Milkshake – Chocolate,Tirunelveli,2023-01-03,21,1,2023
Cavin’s Milkshake – Chocolate,Vellore,2023-01-03,24,1,2023
Cavin’s Paneer,Chennai,2023-01-03,14,1,2023
Cavin’s Paneer,Coimbatore,2023-01-03,12,1,2023
Cavin’s Paneer,Dindigul,2023-01-03,29,1,2023
Cavin’s Paneer,Erode,2023-01-03,30,1,2023
Cavin’s Paneer,Kanchipuram,2023-01-03,13,1,2023
Cavin’s Paneer,Karur,2023-01-03,15,1,2023
Cavin’s Paneer,Madurai,2023-01-03,31,1,2023
Cavin’s Paneer,Nagapattinam,2023-01-03,22,1,2023
Cavin’s Paneer,Namakkal,2023-01-03,23,1,2023
Cavin’s Paneer,Salem,2023-01-03,37,1,2023
